10,"JVS0294X=JVS0294X=1=en, ja=High",1,"""How many vehicles are shown in the image?""","""There are three vehicles shown in the image."""
10,"JVS0294X=JVS0294X=1=en, ja=High",2,"""How is the first vehicle positioned in relation to the second vehicle?""","""The first vehicle is positioned ahead and to the left of the second vehicle."""
10,"JVS0294X=JVS0294X=1=en, ja=High",3,"""What pattern is shown on the ground between the first and second vehicle?""","""There is a hatched pattern shown on the ground between the first and second vehicle."""
10,"JVS0294X=JVS0294X=1=en, ja=High",4,"""Is the third vehicle aligned with the path of the first vehicle or the second vehicle?""","""The third vehicle is aligned with the path of the second vehicle."""
10,"JVS0294X=JVS0294X=1=en, ja=High",5,"""What does the dotted line in the image represent?""","""The dotted line represents the trajectory or path that the second vehicle could take."""
11,"JVS0295X=JVS0295X=1=en, ja=High",1,"""What does this diagram represent?""","""The diagram represents the concept of the overtaking maneuver in driving, where one vehicle passes another."""
11,"JVS0295X=JVS0295X=1=en, ja=High",2,"""How many vehicles are shown in the diagram?""","""There are two vehicles shown in the diagram, one being overtaken and the other one performing the overtaking maneuver."""
11,"JVS0295X=JVS0295X=1=en, ja=High",3,"""What is the purpose of the dashed lines on the diagram?""","""The dashed lines represent the lanes or boundaries on the road, indicating proper lane usage during overtaking."""
11,"JVS0295X=JVS0295X=1=en, ja=High",4,"""Which direction is the overtaking vehicle moving?""","""The overtaking vehicle is moving towards the left side of the vehicle being overtaken, which is shown by the arrow pointing to the left."""
11,"JVS0295X=JVS0295X=1=en, ja=High",5,"""Is the overtaking vehicle in the correct lane for overtaking?""","""Yes, the overtaking vehicle is in the correct lane for overtaking, as it is moving to the left lane to pass the slower vehicle safely."""
12,"JVS0296X=JVS0296X=1=en, ja=High",1,"""How many vehicles are depicted in the diagram?""","""Three vehicles are depicted in the diagram."""
12,"JVS0296X=JVS0296X=1=en, ja=High",2,"""What seems to be the main focus of the diagram?""","""The diagram focuses on the headlight beams of the central vehicle shining on the back of the vehicle in front and the space between that vehicle and the one in front of it."""
12,"JVS0296X=JVS0296X=1=en, ja=High",3,"""Are all vehicles facing the same direction?""","""Yes, all vehicles are facing the same direction."""
12,"JVS0296X=JVS0296X=1=en, ja=High",4,"""What is the central vehicle doing in relation to the others?""","""The central vehicle is projecting its headlight beams onto the vehicle directly in front of it."""
12,"JVS0296X=JVS0296X=1=en, ja=High",5,"""How is light being used in the diagram?""","""Light is being used to illustrate the headlight beams of the central vehicle and their reach and coverage in darkness."""
13,"JVS0297X=JVS0297X=1=en, ja=High",1,"""What does the image represent?""","""The image depicts the concept of an inelastic collision between two vehicles, where one vehicle rear-ends another, resulting in a merged, single body motion post-collision."""
13,"JVS0297X=JVS0297X=1=en, ja=High",2,"""What direction is the collision happening in the image?""","""The collision is happening in a leftward direction, as indicated by the arrow signifying the motion of the two cars after impact."""
13,"JVS0297X=JVS0297X=1=en, ja=High",3,"""Are the vehicles separating or combining after the collision?""","""The vehicles are combining after the collision, as shown by the single arrow representing their joint motion post-impact."""
13,"JVS0297X=JVS0297X=1=en, ja=High",4,"""What type of collision does the image illustrate?""","""The image illustrates an inelastic collision, where the bodies stick together after impact."""
13,"JVS0297X=JVS0297X=1=en, ja=High",5,"""Is there any indication of the velocity or speed of the vehicles after the collision in the image?""","""No, the image does not provide specific details about the velocity or speed of the vehicles after the collision; it only shows the direction of motion."""
14,"JVS0298X=JVS0298X=1=en, ja=High",1,"""What does the black triangle in the center of the image represent?""","""The black triangle represents the field of vision of a driver in the image."""
14,"JVS0298X=JVS0298X=1=en, ja=High",2,"""How many cars are depicted as being outside the driver's field of vision?""","""There are two cars shown outside the driver's field of vision."""
14,"JVS0298X=JVS0298X=1=en, ja=High",3,"""Are there any vehicles in the image that are located within the driver's immediate field of vision?""","""No, there are no vehicles within the immediate field of vision of the driver as indicated by the black triangle."""
14,"JVS0298X=JVS0298X=1=en, ja=High",4,"""What might the dashed lines in the image suggest about the paths of the cars?""","""The dashed lines could indicate that the cars are moving along curved paths or changing lanes."""
14,"JVS0298X=JVS0298X=1=en, ja=High",5,"""How is the driver's field of vision represented in the image?""","""The driver's field of vision is represented by the shaded black triangle extending outward from one of the cars."""
15,"JVS0737X=JVS0737X=1=en, ja=High",1,"""What does the diagram indicate about movement directions?""","""The diagram shows arrows pointing to the left, indicating the direction of movement for two of the vehicles."""
15,"JVS0737X=JVS0737X=1=en, ja=High",2,"""How many cars are depicted as moving in the diagram?""","""There are two cars shown as moving in the diagram."""
15,"JVS0737X=JVS0737X=1=en, ja=High",3,"""Is there anything blocking the path of the vehicles in the diagram?""","""No, there are no obstructions blocking the path of the vehicles in the diagram."""
15,"JVS0737X=JVS0737X=1=en, ja=High",4,"""What is the relative position of the stationary object to the cars?""","""The stationary object is positioned above the two cars that are moving to the left."""
15,"JVS0737X=JVS0737X=1=en, ja=High",5,"""Are all cars facing the same direction in the diagram?""","""No, one car is facing to the right while the other two are facing to the left."""
16,"JVS0738X=JVS0738X=1=en, ja=High",1,"""What type of diagram is shown in the image?""","""The diagram appears to be a schematic or flowchart illustrating a process or system."""
16,"JVS0738X=JVS0738X=1=en, ja=High",2,"""Are there any textual labels or annotations present in the diagram?""","""No, there are no textual labels or annotations present in the diagram."""
16,"JVS0738X=JVS0738X=1=en, ja=High",3,"""How many arrows are depicted in the image, and what might they represent?""","""There are four arrows depicted in the image; these arrows likely indicate the flow or direction of a process within the system."""
16,"JVS0738X=JVS0738X=1=en, ja=High",4,"""What shapes are used in the diagram to represent different parts of the system or process?""","""The diagram uses rectangles, lines, and a circle to represent different parts of the system or process."""
16,"JVS0738X=JVS0738X=1=en, ja=High",5,"""Can you identify a starting point or an end point in the diagram based on the flow indicated by the arrows?""","""There seems to be an implied starting point in the top left, where the largest rectangle is located, and the process flow as indicated by the arrows suggests the flow moves to the right and then downward."""
17,"JVS0739X=JVS0739X=1=en, ja=High",1,"""How many resistors are shown in the circuit diagram?""","""The diagram shows a total of five resistors."""
17,"JVS0739X=JVS0739X=1=en, ja=High",2,"""Are there any capacitors in the circuit?""","""No, there are no capacitors visible in the circuit diagram."""
17,"JVS0739X=JVS0739X=1=en, ja=High",3,"""What type of components are connected to the central node where three lines meet?""","""The components connected to the central node are two diodes, placed in opposite directions to each other."""
17,"JVS0739X=JVS0739X=1=en, ja=High",4,"""Is there a power source depicted in the diagram?""","""Yes, there is a power source depicted as a circle with a plus and minus sign, indicating a DC power supply."""
17,"JVS0739X=JVS0739X=1=en, ja=High",5,"""How many diodes are present in the circuit?""","""There are two diodes present in the circuit."""
18,"JVS0740X=JVS0740X=1=en, ja=High",1,"""What type of diagram is shown in the image?""","""The image shows a schematic diagram of a playground layout."""
18,"JVS0740X=JVS0740X=1=en, ja=High",2,"""How many swings are depicted in the diagram?""","""There are two swings depicted in the diagram."""
18,"JVS0740X=JVS0740X=1=en, ja=High",3,"""Is there a sandbox included in the playground design?""","""Yes, there is a sandbox in the lower right corner of the diagram."""
18,"JVS0740X=JVS0740X=1=en, ja=High",4,"""What is located at the center of the playground diagram?""","""At the center of the playground diagram, there is a seesaw."""
18,"JVS0740X=JVS0740X=1=en, ja=High",5,"""Does the image include any representation of a slide?""","""No, there is no slide represented in the diagram."""
19,"JVS0741X=JVS0741X=1=en, ja=High",1,"""Is this diagram depicting an outdoor or indoor scene?""","""The diagram appears to depict an indoor scene as it includes furniture typically found indoors."""
19,"JVS0741X=JVS0741X=1=en, ja=High",2,"""How many pieces of furniture are depicted in the image?""","""There are three pieces of furniture depicted in the image: a desk with a computer monitor, a chair, and a smaller side table or cabinet."""
19,"JVS0741X=JVS0741X=1=en, ja=High",3,"""Is there any technology or electronic device visible in the diagram?""","""Yes, there is a computer monitor on the desk."""
19,"JVS0741X=JVS0741X=1=en, ja=High",4,"""What might be the function of the space illustrated in this diagram?""","""Given the presence of a desk with a computer monitor and a chair, the space is likely used as an office or study area."""
19,"JVS0741X=JVS0741X=1=en, ja=High",5,"""Are there any decorative elements shown in the diagram?""","""The diagram does not include any overt decorative elements, focusing solely on the furniture and layout."""
20,"JVS0742X=JVS0742X=1=en, ja=High",1,"""What type of diagram is shown in the image?""","""The image shows a traffic diagram with what appears to be vehicles and road markings."""
20,"JVS0742X=JVS0742X=1=en, ja=High",2,"""What direction are the vehicles in the top portion of the image facing?""","""The vehicles in the top portion of the image are facing left."""
20,"JVS0742X=JVS0742X=1=en, ja=High",3,"""How many vehicles are depicted in the image?""","""There are two vehicles depicted in the image."""
20,"JVS0742X=JVS0742X=1=en, ja=High",4,"""What feature is shown between the two vehicles?""","""There is a set of traffic lights depicted between the two vehicles."""
20,"JVS0742X=JVS0742X=1=en, ja=High",5,"""What are the horizontal lines in the image likely to represent?""","""The horizontal lines probably represent the lanes or individual parking spaces on a road."""
21,JVS0760X=JVS0760X=1=en=High,1,"""What kind of diagram is depicted in the image?""","""The image shows a parking layout with a representation of vehicles and parking lines."""
21,JVS0760X=JVS0760X=1=en=High,2,"""How many vehicles are drawn within this parking layout?""","""There are two vehicles drawn in the parking layout."""
21,JVS0760X=JVS0760X=1=en=High,3,"""Are the vehicles parked in a parallel or perpendicular fashion?""","""The vehicles are parked in a perpendicular fashion."""
21,JVS0760X=JVS0760X=1=en=High,4,"""What is the shape of the object between the two vehicles?""","""The object between the two vehicles is circular."""
21,JVS0760X=JVS0760X=1=en=High,5,"""Can the direction of the parked cars be determined from the arrows?""","""Yes, the arrows indicate that both vehicles are facing towards the bottom of the image."""
22,JVS0761X=JVS0761X=1=en=High,1,"""How many vehicles are depicted in the diagram?""","""There are two vehicles depicted in the diagram."""
22,JVS0761X=JVS0761X=1=en=High,2,"""What is the layout pattern of the parking spaces shown?""","""The parking spaces are arranged in a parallel layout."""
22,JVS0761X=JVS0761X=1=en=High,3,"""Are there any other objects besides vehicles in the parking spaces?""","""No, there are no other objects in the parking spaces; only two vehicles are present."""
22,JVS0761X=JVS0761X=1=en=High,4,"""Do the vehicles appear to be parked in designated spots?""","""Yes, the vehicles are parked within the designated lines of the parking spots."""
22,JVS0761X=JVS0761X=1=en=High,5,"""Is there an indication of motion in the diagram?""","""No, there is no indication of motion; the vehicles are stationary within the parking spots."""
23,"JVT0274X=JVT0274X=1=en, ja=High",1,"""What is indicated by the arrow in the image?""","""The arrow points to a location on the windshield, indicating something that may need attention or action, such as an area to be viewed or worked on."""
23,"JVT0274X=JVT0274X=1=en, ja=High",2,"""What part of the vehicle is predominantly featured in the diagram?""","""The diagram predominantly features the vehicle's windshield, as it takes up most of the image's space."""
23,"JVT0274X=JVT0274X=1=en, ja=High",3,"""Is there any text or symbol on the windshield in the diagram?""","""Yes, there is a symbol indicating '888', which may represent a placeholder for information or a reference point on the windshield."""
23,"JVT0274X=JVT0274X=1=en, ja=High",4,"""Does the diagram include detailed features of the vehicle's dashboard or interior?""","""No, the diagram does not include detailed features of the vehicle's interior; it only outlines the base of the windshield and part of the dashboard."""
23,"JVT0274X=JVT0274X=1=en, ja=High",5,"""Based on the simplicity of the diagram, what could be its potential use?""","""Given its simplicity, the diagram could be used for instructional purposes, such as pointing out the location for a vehicle inspection sticker or where to apply a toll tag on the windshield."""
24,JVT0352X=JVT0352X=1=en=High,1,"""What feature of the car is indicated by the arrow in the diagram?""","""The arrow in the diagram points to the car's side mirror adjustment control."""
24,JVT0352X=JVT0352X=1=en=High,2,"""What side of the car is the diagram showing?""","""The diagram is showing the driver's side of the car."""
24,JVT0352X=JVT0352X=1=en=High,3,"""Which direction should you move the control to adjust the mirror outward?""","""To adjust the mirror outward, you need to move the control to the left, as indicated by the arrow."""
24,JVT0352X=JVT0352X=1=en=High,4,"""Can you identify the action needed to adjust the mirror from this diagram?""","""Yes, the action to adjust the mirror is to slide the control in the direction you want the mirror to move."""
24,JVT0352X=JVT0352X=1=en=High,5,"""Is this diagram indicating manual or automatic mirror adjustment?""","""The diagram indicates a manual mirror adjustment control due to the presence of a physical sliding mechanism."""
25,lrs0453=LRS0453=1=en=High,1,"""Is the person wearing a seatbelt correctly?""","""No, the person is not wearing the seatbelt correctly as indicated by the cross mark on the image."""
25,lrs0453=LRS0453=1=en=High,2,"""Is the seatbelt placed over the shoulder of the person?""","""No, the seatbelt is not placed over the shoulder, but it is instead crossing the neck of the person which is incorrect."""
25,lrs0453=LRS0453=1=en=High,3,"""What is likely the purpose of the cross mark in the image?""","""The cross mark indicates that the way the seatbelt is being worn is incorrect or not recommended."""
25,lrs0453=LRS0453=1=en=High,4,"""Is the person in the image an adult or a child?""","""The person in the image appears to be an adult."""
25,lrs0453=LRS0453=1=en=High,5,"""Should the seatbelt be positioned differently for proper safety?""","""Yes, for proper safety, the seatbelt should lie flat across the chest and shoulder, not near the neck as shown in the image."""
26,lrs0454=LRS0454=1=en=High,1,"""Is the person in the image wearing a seat belt?""","""Yes, the person in the image is wearing a seat belt."""
26,lrs0454=LRS0454=1=en=High,2,"""What kind of seat is the person sitting in?""","""The person is sitting in a car seat."""
26,lrs0454=LRS0454=1=en=High,3,"""Is the car seat in the image facing the front of the car or the rear?""","""The car seat is facing the front of the car."""
26,lrs0454=LRS0454=1=en=High,4,"""Does the seat belt go over the shoulder and the lap of the person?""","""Yes, the seat belt goes over both the shoulder and the lap of the person."""
26,lrs0454=LRS0454=1=en=High,5,"""Is the person in the image an adult or a child?""","""The person in the image appears to be a child."""
27,lrs0464=LRS0464=1=en=High,1,"""How is the person in the image secured in their seat?""","""The person is secured with a diagonal shoulder seatbelt that crosses over the chest and a horizontal lap belt."""
27,lrs0464=LRS0464=1=en=High,2,"""Can we see the person's entire body in the image?""","""No, the image cuts off below the person's knees, so we cannot see the entire body."""
27,lrs0464=LRS0464=1=en=High,3,"""What type of seating is depicted in the image?""","""The image shows a car seat designed for use in a vehicle."""
27,lrs0464=LRS0464=1=en=High,4,"""Is the person in the image sitting in the front or back seat of the vehicle?""","""The person appears to be sitting in the back seat, as there is another seat beside them."""
27,lrs0464=LRS0464=1=en=High,5,"""Is the person depicted in the image wearing any specific type of footwear?""","""The person appears to be wearing casual lace-up shoes."""
28,"LVB0201X=LVB0201X=1=en, ja=High",1,"""What is the object depicted in the image and which direction is it facing?""","""The image depicts a flashlight facing to the left."""
28,"LVB0201X=LVB0201X=1=en, ja=High",2,"""What feature of the flashlight is highlighted by the arrow in the image?""","""The arrow in the image is pointing to the sliding mechanism that opens or closes the flashlight head for beam adjustment."""
28,"LVB0201X=LVB0201X=1=en, ja=High",3,"""Is the flashlight turned on or off in the image?""","""The image does not provide enough information to determine if the flashlight is turned on or off."""
28,"LVB0201X=LVB0201X=1=en, ja=High",4,"""Can the arrow indicate the direction to slide the head for a narrower beam?""","""Yes, the arrow can indicate the direction to slide the head for a narrower beam."""
28,"LVB0201X=LVB0201X=1=en, ja=High",5,"""Based on the image, what action could be performed?""","""Based on the image, the sliding mechanism of the flashlight head could be adjusted by sliding it in the direction of the arrow."""
29,mce0001a=MCE0001A=1=en=High,1,"""What does the image depict?""","""The image shows a sequence of three tape rolls with an arrow implying the direction of tape unrolling, and beneath that, it depicts a tape dispenser with a detail of how the tape is fed through the cutting blade."""
29,mce0001a=MCE0001A=1=en=High,2,"""How many tape rolls are shown in the image above the tape dispenser?""","""There are three tape rolls shown in the image above the tape dispenser."""
29,mce0001a=MCE0001A=1=en=High,3,"""What action does the arrow between the tape rolls indicate?""","""The arrow indicates the direction in which the tape is meant to be unrolled from the rolls."""
29,mce0001a=MCE0001A=1=en=High,4,"""Can you explain how the tape is positioned in the tape dispenser based on the diagram?""","""The tape is positioned in the dispenser with the sticky side facing downwards and is threaded through two rollers to extend towards a cutting blade at the end."""
29,mce0001a=MCE0001A=1=en=High,5,"""What might be the purpose of the detailed portion of the image showing the tape dispenser?""","""The detailed portion of the image likely serves to instruct how to properly load or thread the tape through a tape dispenser for optimal use and cutting."""
30,sdi1662=SDI1662=1=en=High,1,"""What does the arrow pointing up between the two vertical bars represent in the diagram?""","""The arrow indicates that the two vertical bars are being pulled away from each other or separated."""
30,sdi1662=SDI1662=1=en=High,2,"""Is there an indication of motion or direction for the vertical bars in the image?""","""Yes, arrows indicate that the vertical bars are moving towards and away from each other."""
30,sdi1662=SDI1662=1=en=High,3,"""What might the two sets of parallel lines represent in the diagram?""","""The two sets of parallel lines might represent objects that are either being compressed or stretched depending on their arrangement and the direction of the arrows."""
30,sdi1662=SDI1662=1=en=High,4,"""Does the diagram show a change in orientation for any of the elements?""","""No, the diagram does not indicate any change in orientation; it only shows movement in a straight line."""
30,sdi1662=SDI1662=1=en=High,5,"""Can we infer the force direction applied to the objects in the diagram?""","""Yes, we can infer that the force direction is along the length of the objects, either compressing them together or stretching them apart according to the arrows."""
31,sdi1949=SDI1949=1=en=High,1,"""What type of wheel is shown in the image?""","""The image depicts a front wheel of a vehicle, including part of the suspension system."""
31,sdi1949=SDI1949=1=en=High,2,"""What is the function of the component that is directly connected to the tire?""","""The component connected to the tire is the brake disc, which is used for slowing down or stopping the vehicle when the brakes are applied."""
31,sdi1949=SDI1949=1=en=High,3,"""Is there an indication of wheel movement or direction in the image?""","""Yes, an arrow around the wheel in the image indicates the forward rotational movement of the wheel."""
31,sdi1949=SDI1949=1=en=High,4,"""What part of the vehicle's wheel assembly is visible at the center of the wheel?""","""The central part of the wheel assembly visible in the image is the wheel's hub, which may contain the lug bolts for securing the wheel to the axle."""
31,sdi1949=SDI1949=1=en=High,5,"""Can the image tell us how the wheel is attached to the vehicle?""","""The image shows a part of the suspension system, likely a strut, which suggests how the wheel is attached to the vehicle's chassis."""
32,sic3505=SIC3505=1=en=High,1,"""What does the arrow pointing downwards on the diagram indicate?""","""The arrow indicates the direction to pull down the car door's lock knob."""
32,sic3505=SIC3505=1=en=High,2,"""Is the car door shown in the diagram currently locked or unlocked?""","""Based on the position of the lock knob next to the arrow, the car door is depicted in a locked state."""
32,sic3505=SIC3505=1=en=High,3,"""Which part of the car door is being interacted with in the diagram?""","""The diagram shows interaction with the lock knob of the car door."""
32,sic3505=SIC3505=1=en=High,4,"""How would one unlock the car door as illustrated in the diagram?""","""To unlock the door, you would lift the lock knob upwards in the opposite direction of the arrow."""
32,sic3505=SIC3505=1=en=High,5,"""What type of action does the diagram suggest for locking or unlocking the door?""","""The diagram suggests a manual pulling or pushing action on the lock knob to lock or unlock the door."""
33,SPA2408=SPA2408=1=en=High,1,"""What is the person next to the car doing?""","""The person appears to be using a remote control to lock or unlock the car doors."""
33,SPA2408=SPA2408=1=en=High,2,"""Which side of the car is visible in the image?""","""The driver's side of the car is visible in the image."""
33,SPA2408=SPA2408=1=en=High,3,"""Is the car depicted in the image a sedan, SUV, or hatchback?""","""The car depicted appears to be a sedan based on its shape and structure."""
33,SPA2408=SPA2408=1=en=High,4,"""Does the car have a visible antenna?""","""Yes, there is an antenna visible on the rear section of the car's roof."""
33,SPA2408=SPA2408=1=en=High,5,"""Is the person standing still or in motion?""","""The person is standing still, as indicated by their posture and lack of motion blur."""
34,spa2447=SPA2447=1=en=High,1,"""What object is depicted in the diagram?""","""The image depicts a protective face mask."""
34,spa2447=SPA2447=1=en=High,2,"""What directions are indicated by the arrows shown in the image?""","""The arrows indicate that the face mask can be rotated or adjusted to fit around the head."""
34,spa2447=SPA2447=1=en=High,3,"""Are there any visible features that suggest the mask's purpose?""","""Yes, the mask appears to have an elongated shape commonly associated with covering the mouth and nose, which suggests it is designed for protective purposes."""
34,spa2447=SPA2447=1=en=High,4,"""Is there text or any specific markings on the mask in the diagram?""","""No, there is no text or specific markings visible on the mask in the diagram."""
34,spa2447=SPA2447=1=en=High,5,"""What is the overall shape of the mask as shown in the diagram?""","""The overall shape of the mask is an elongated oval with straps or bands on either side, indicating how it should be worn."""
35,ssd0253=SSD0253=1=en=High,1,"""What does the image depict?""","""The image illustrates a traffic scenario with cars and arrows indicating the path of the vehicles."""
35,ssd0253=SSD0253=1=en=High,2,"""How many cars are shown in the image?""","""There are four cars shown in the image."""
35,ssd0253=SSD0253=1=en=High,3,"""What do the dashed lines on the roads represent?""","""The dashed lines represent the lane boundaries on the road."""
35,ssd0253=SSD0253=1=en=High,4,"""What do the black arrows indicate?""","""The black arrows represent the direction in which the vehicles are either moving or are about to move."""
35,ssd0253=SSD0253=1=en=High,5,"""Are there any vehicles changing lanes in the image?""","""Yes, there are two vehicles illustrated as changing lanes, shown by the arrows swerving towards adjacent lanes."""
36,ssd0622=SSD0622=1=en=High,1,"""How many wheels are visible in the image?""","""Four wheels are visible in the image."""
